id,title,area,section,read_only,risk,administrator,catalog_status,entry,route_line,route,implementation,tests_mentioning_id,runtime_status,individual_command_executed_by_audit,evidence_class
toolkit-win32-error,Toolkit Win32 error,System care,Performance,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,255,"Win32ErrorLookup(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Productivity.cs:885,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
toolkit-msi,Toolkit installer,System care,Performance,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,256,"ToolkitMsi(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Productivity.cs:892,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
hardening-profiles,Hardening profiles,Security,Hardening,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,257,"StaticProfileCatalog(""hardening""),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:24,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
hardening-assess,Balanced hardening assessment,Security,Hardening,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,258,"HardeningAssess(cancellationToken),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Security.cs:494,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
hardening-apply,Hail Mary hardening,Security,Hardening,False,High,Required,Implemented,All Tools / ExecuteSelectedToolCommand,407,"await HardeningApplyAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Security.cs:509,tests/native/test_full_native_migration.py,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
maintenance-templates,Maintenance templates,System care,Routines,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,259,"await ReadStateAsync(""maintenance-templates"", cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.System.cs:582,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
maintenance-template-create,Create weekly health window,System care,Routines,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,408,"await UpsertStateItemAsync(""maintenance-templates"", p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.State.cs:52,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
system-shortcuts,System shortcuts,System care,Performance,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,260,"SystemShortcuts(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Productivity.cs:900,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
system-shortcuts-export,Export system shortcuts,System care,Performance,False,Low,Required,Implemented,All Tools / ExecuteSelectedToolCommand,409,"await SystemShortcutsExportAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Productivity.cs:914,,shared export helper failure reproduced in harmless Windows fixture; individual command not executed (F-008),no,shared-helper runtime proof plus caller source trace; NOT individual-command runtime failure
download-batch,Download batch,System care,Network & updates,False,Moderate,MayBeRequired,Implemented,All Tools / ExecuteSelectedToolCommand,410,"await DownloadBatchAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Productivity.cs:475,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
torrent-metadata,Torrent metadata,System care,Network & updates,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,261,"TorrentMetadata(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Productivity.cs:922,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
experience-cards,Capability evidence cards,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,262,"ExperienceCards(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:79,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
experience-visual-asset,Experience visual asset,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,263,"FileDescriptor(p, ""Path""),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:95,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
experience-sprite-layout,Experience sprite layout,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,264,"SpriteLayout(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:108,tests/WinCare.Infrastructure.Tests/CommandSafetyTests.cs,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
experience-visual-manifest,Experience visual manifest,All tools,Commands,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,411,"await ExperienceVisualManifestAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:168,,shared export helper failure reproduced in harmless Windows fixture; individual command not executed (F-008),no,shared-helper runtime proof plus caller source trace; NOT individual-command runtime failure
experience-location-state,Experience location state,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,265,"LocationState(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:119,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
experience-location-set,Change experience location,All tools,Commands,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,412,"ExperienceLocationSet(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:126,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
experience-remote-profiles,Experience remote profiles,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,266,"StaticProfileCatalog(""experience-remote""),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:24,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
experience-remote-state,Experience remote state,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,267,"await ReadStateAsync(""experience-remote"", cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.System.cs:582,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
experience-remote-set,Change experience remote,All tools,Commands,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,413,"await UpsertStateItemAsync(""experience-remote"", p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.State.cs:52,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
experience-power-profiles,Experience power profiles,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,268,"StaticProfileCatalog(""experience-power""),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:24,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
experience-power-assess,Assess experience power,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,269,"await PowerAssessmentAsync(cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:133,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
experience-power-apply,Apply experience power,All tools,Commands,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,414,"await ExperiencePowerApplyAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:140,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
experience-download-strategy,Experience download strategy,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,270,"DownloadStrategy(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:156,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
experience-privacy-profiles,Experience privacy profiles,Security,Privacy,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,271,"StaticProfileCatalog(""experience-privacy""),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:24,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
experience-privacy-apply,Maximum privacy profile,Security,Privacy,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,415,"await ExperiencePrivacyApplyAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:161,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
shell-hardware-cards,Shell hardware cards,Checkup,Results,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,272,"ShellHardwareCards(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:177,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
hardware-inventory,Hardware inventory,Checkup,Results,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,273,"HardwareInventory(cancellationToken),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:190,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
hardware-report,Hardware report,Checkup,Results,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,416,"await HardwareReportAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:212,,shared export helper failure reproduced in harmless Windows fixture; individual command not executed (F-008),no,shared-helper runtime proof plus caller source trace; NOT individual-command runtime failure
monitor-controls,External monitor controls,System care,Performance,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,274,"MonitorControls(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Desktop.cs:57,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
monitor-control-set,Change monitor control,System care,Performance,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,417,"DisplayCalibrate(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Desktop.cs:86,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
window-search,Window search,System care,Performance,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,275,"WindowSearch(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Desktop.cs:22,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
explorer-session,Explorer session,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,276,"ExplorerSession(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Desktop.cs:205,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
explorer-session-save,Save explorer session,All tools,Commands,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,418,"await ExplorerSessionSaveAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Desktop.cs:211,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
explorer-session-records,Explorer session records,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,277,"await ReadStateAsync(""explorer-sessions"", cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.System.cs:582,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
explorer-session-restore,Restore explorer session,All tools,Commands,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,419,"await ExplorerSessionRestoreAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Desktop.cs:220,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
ui-automation-snapshot,Accessibility tree snapshot,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,278,"UiAutomationSnapshot(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Desktop.cs:241,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
appx-runtime,AppX runtime inventory,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,279,"AppxRuntime(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:221,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
appx-launch-targets,App packages launch targets,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,280,"AppxLaunchTargets(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:229,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
appx-launch,Launch app packages,All tools,Commands,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,420,"AppxLaunch(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:246,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
archive-inspect,Archive safety inspection,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,281,"ArchiveInspect(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:255,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
servicing-media,Servicing media,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,282,"await NativeToolQueryAsync(""servicing-media"", ""dism.exe"", [""/English"", ""/Get-MountedImageInfo""], cancellationToken, administratorOptional: true).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.System.cs:356,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
terminal-environment,Terminal environment,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,283,"TerminalEnvironment(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:266,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
terminal-export,Export terminal,All tools,Commands,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,421,"await TerminalExportAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:273,,shared export helper failure reproduced in harmless Windows fixture; individual command not executed (F-008),no,shared-helper runtime proof plus caller source trace; NOT individual-command runtime failure
gui-resource-audit,Interface resource audit,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,284,"GuiResourceAudit(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:281,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
fullscreen-shell-assess,Assess fullscreen shell,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,285,"FullscreenShellAssess(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:289,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
cleaner-preview-cards,Cleaner preview cards,System care,Clean up,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,286,"await CleanerPreviewCardsAsync(cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:299,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
cleaner-disk-pressure,Disk-pressure cleanup,System care,Clean up,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,422,"CleanerDiskPressure(p, cancellationToken),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:305,tests/WinCare.Application.Tests/HomePageViewModelTests.cs; tests/WinCare.Application.Tests/IntentTranslatorTests.cs; tests/WinCare.CommandCatalog.Tests/CommandCatalogTests.cs; tests/WinCare.Infrastructure.Tests/PluginRegistryServiceTests.cs,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
cleaner-disk-pressure-schedule,Cleaner disk pressure schedule,System care,Clean up,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,423,"await UpsertStateItemAsync(""cleaner-schedules"", p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.State.cs:52,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
cleaner-winapp2,Winapp2 cleanup admission,System care,Clean up,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,287,"Winapp2Admission(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:329,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
cleaner-winapp2-run,Run cleaner Winapp2,System care,Clean up,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,424,"CleanerWinapp2Run(p, cancellationToken),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:337,tests/WinCare.CommandCatalog.Tests/CommandCatalogTests.cs,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
cleaner-relocation-profiles,Cleaner relocation profiles,System care,Clean up,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,288,"StaticProfileCatalog(""cleaner-relocation""),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:24,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
cleaner-relocation-assess,Assess cleaner relocation,System care,Clean up,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,289,"CleanerRelocationAssess(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:370,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
cleaner-relocation,Cleaner relocation,System care,Clean up,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,425,"await CleanerRelocationAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:380,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
file-preview-profiles,File preview profiles,Repair & recovery,Repair,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,290,"StaticProfileCatalog(""file-preview""),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:24,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
file-preview,Safe local file preview,Repair & recovery,Repair,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,291,"FilePreview(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:394,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
file-preview-export,Export file preview,Repair & recovery,Backup,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,426,"await FilePreviewExportAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:422,,shared export helper failure reproduced in harmless Windows fixture; individual command not executed (F-008),no,shared-helper runtime proof plus caller source trace; NOT individual-command runtime failure
preview-handlers,Preview-handler assessment,Repair & recovery,Repair,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,292,"PreviewHandlerAssessment(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:431,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
peer-display-overrides,Peer display overrides,System care,Performance,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,293,"DisplayOverrides(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Desktop.cs:249,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
peer-display-reset,Reset display overrides,System care,Performance,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,427,"DisplayOverridesReset(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Desktop.cs:259,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
peer-wlan,WLAN survey,System care,Network & updates,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,294,"await NativeToolQueryAsync(""peer-wlan"", ""netsh.exe"", [""wlan"", ""show"", ""networks"", ""mode=bssid""], cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.System.cs:356,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
peer-log-tail,Peer log tail,System care,Performance,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,295,"PeerLogTail(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:438,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
peer-pe,Peer PE file,System care,Performance,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,296,"PeInspection(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:446,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
peer-container-log-config,Peer container log config,System care,Performance,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,428,"await UpsertStateItemAsync(""peer-container-log-config"", p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.State.cs:52,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
peer-taskboard,Peer taskboard,System care,Performance,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,297,"await ReadStateAsync(""peer-taskboard"", cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.System.cs:582,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
peer-task-save,Save peer task,System care,Performance,False,Low,Required,Implemented,All Tools / ExecuteSelectedToolCommand,429,"await UpsertStateItemAsync(""peer-taskboard"", p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.State.cs:52,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
explorer-quick,Explorer quick,All tools,Commands,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,430,"ExplorerQuick(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:489,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
deep-clean-profiles,Deep clean profiles,Repair & recovery,Reset & media,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,298,"StaticProfileCatalog(""deep-clean""),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:24,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
deep-clean,Safe deep clean,Repair & recovery,Reset & media,False,High,Required,Implemented,All Tools / ExecuteSelectedToolCommand,431,"DeepClean(p, cancellationToken),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:551,tests/WinCare.CommandCatalog.Tests/CommandCatalogTests.cs,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
appx-selection-profiles,App packages selection profiles,System care,Apps & startup,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,299,"StaticProfileCatalog(""appx-selection""),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:24,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
appx-selection-assess,Assess app packages selection,System care,Apps & startup,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,300,"AppxSelectionAssess(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:456,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
appx-selection,App packages selection,System care,Apps & startup,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,432,"await AppxSelectionAsync(p, online: true, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:463,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
offline-appx-selection,Offline app packages selection,Repair & recovery,Repair,False,High,Required,Implemented,All Tools / ExecuteSelectedToolCommand,433,"await AppxSelectionAsync(p, online: false, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:463,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
legacy-unsafe-profiles,Legacy high-risk profiles,Repair & recovery,Reset & media,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,301,"StaticProfileCatalog(""legacy-unsafe""),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:24,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
legacy-unsafe,Winhance maximum profile,Repair & recovery,Reset & media,False,Critical,Required,Implemented,All Tools / ExecuteSelectedToolCommand,434,"await LegacyUnsafeAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:563,tests/WinCare.Application.Tests/ToolCatalogServiceTests.cs; tests/WinCare.CommandCatalog.Tests/CommandCatalogTests.cs,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
capabilities,Available capabilities,Checkup,Results,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,302,"CapabilityRegistry(cancellationToken),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:619,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
fleet-inventory,Fleet inventory,Checkup,Results,True,ReadOnly,MayBeRequired,Implemented,All Tools / ExecuteSelectedToolCommand,303,"await FleetInventoryAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:627,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
fleet-policy-drift,Fleet policy differences,Checkup,Results,True,ReadOnly,MayBeRequired,Implemented,All Tools / ExecuteSelectedToolCommand,304,"FleetPolicyDrift(p, cancellationToken),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:643,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
hypervisor-isolation,Virtualization security status,Security,Status,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,305,"await HypervisorIsolationAsync(cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Security.cs:579,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
forensics-timeline,Forensic event timeline,Security,Status,True,ReadOnly,MayBeRequired,Implemented,All Tools / ExecuteSelectedToolCommand,306,"ForensicsTimeline(p, cancellationToken),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:658,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
memory-anomalies,Memory anomaly summary,Security,Status,True,ReadOnly,MayBeRequired,Implemented,All Tools / ExecuteSelectedToolCommand,307,"MemoryAnomalies(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:680,,isolated backend read-only probe succeeded; returned shape/timing in evidence/backend-probes.json; not full UI feature certification,yes,individual read-only backend probe
vbs-assurance,Virtualization-based security status,Security,Status,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,308,"VbsAssurance(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Security.cs:537,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
vbs-harden,Harden virtualization-based security,Security,Hardening,False,High,Required,Implemented,All Tools / ExecuteSelectedToolCommand,435,"await VbsHardenAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Security.cs:549,tests/native/test_full_native_migration.py,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
